Flight_ID,Airline,Route,Date,Delay_Minutes,Delay_Type,Revenue,Month,Revenue_Loss
FL100345,Air India,HYD-BOM,2024-12-11,35,Weather,145556,December,3500
FL100346,Vistara,HYD-BOM,2024-12-12,96,Crew,375019,December,9600
FL100347,IndiGo,DEL-BLR,2024-12-13,163,Technical,206989,December,16300
FL100348,Air India,CCU-BOM,2024-12-14,130,Air Traffic,374264,December,13000
FL100349,Akasa Air,CCU-BOM,2024-12-15,72,Security,445204,December,7200
FL100350,Air India,BOM-BLR,2024-12-16,135,Crew,422185,December,13500
FL100351,Air India,HYD-BOM,2024-12-17,96,Crew,178467,December,9600
FL100352,IndiGo,DEL-BLR,2024-12-18,122,Weather,457472,December,12200
FL100353,SpiceJet,MAA-DEL,2024-12-19,69,Weather,430634,December,6900
FL100354,Air India,HYD-BOM,2024-12-20,168,Crew,268800,December,16800
FL100355,Vistara,DEL-BLR,2024-12-21,12,Technical,176155,December,1200
FL100356,SpiceJet,DEL-BLR,2024-12-22,48,Security,340374,December,4800
FL100357,Akasa Air,DEL-BOM,2024-12-23,59,Weather,109778,December,5900
FL100358,IndiGo,MAA-DEL,2024-12-24,129,Technical,95833,December,12900
FL100359,Akasa Air,DEL-BOM,2024-12-25,4,Air Traffic,334769,December,400
FL100360,SpiceJet,BOM-BLR,2024-12-26,171,Weather,82088,December,17100
FL100361,SpiceJet,DEL-BOM,2024-12-27,26,Technical,260722,December,2600
FL100362,SpiceJet,BLR-PNQ,2024-12-28,159,Technical,484383,December,15900
FL100363,Akasa Air,DEL-BOM,2024-12-29,148,Security,416081,December,14800
FL100364,SpiceJet,BLR-PNQ,2024-12-30,7,Security,246375,December,700
FL100365,Akasa Air,HYD-BOM,2024-12-31,49,Air Traffic,126361,December,4900
FL100366,SpiceJet,CCU-BOM,2025-01-01,66,Technical,400373,January,6600
FL100367,Vistara,DEL-BLR,2025-01-02,43,Technical,185189,January,4300
FL100368,SpiceJet,BLR-PNQ,2025-01-03,124,Security,140265,January,12400
FL100369,Akasa Air,MAA-DEL,2025-01-04,57,Weather,147718,January,5700
FL100370,Air India,DEL-BOM,2025-01-05,2,Weather,372854,January,200
FL100371,SpiceJet,BLR-PNQ,2025-01-06,85,Crew,144876,January,8500
FL100372,Air India,MAA-DEL,2025-01-07,69,Security,80949,January,6900
FL100373,Vistara,CCU-BOM,2025-01-08,129,Crew,465763,January,12900
FL100374,IndiGo,CCU-BOM,2025-01-09,171,Security,262954,January,17100
FL100375,Vistara,DEL-BOM,2025-01-10,1,Air Traffic,380280,January,100
FL100376,SpiceJet,BOM-BLR,2025-01-11,101,Technical,161541,January,10100
FL100377,Air India,DEL-BOM,2025-01-12,34,Air Traffic,245691,January,3400
FL100378,Air India,HYD-BOM,2025-01-13,97,Security,111842,January,9700
FL100379,Akasa Air,BLR-PNQ,2025-01-14,29,Technical,282930,January,2900
FL100380,Air India,DEL-BLR,2025-01-15,115,Weather,339134,January,11500
FL100381,Akasa Air,BOM-BLR,2025-01-16,7,Weather,197265,January,700
FL100382,IndiGo,DEL-BOM,2025-01-17,149,Crew,342253,January,14900
FL100383,SpiceJet,MAA-DEL,2025-01-18,43,Security,180356,January,4300
FL100384,Akasa Air,BOM-BLR,2025-01-19,35,Security,462449,January,3500
FL100385,IndiGo,BLR-PNQ,2025-01-20,76,Weather,294629,January,7600
FL100386,Air India,BOM-BLR,2025-01-21,30,Air Traffic,262802,January,3000
FL100387,Air India,BLR-PNQ,2025-01-22,46,Technical,440277,January,4600
FL100388,IndiGo,DEL-BOM,2025-01-23,54,Air Traffic,215582,January,5400
FL100389,Air India,BLR-PNQ,2025-01-24,105,Air Traffic,313450,January,10500
FL100390,IndiGo,BOM-BLR,2025-01-25,157,Weather,53849,January,15700
FL100391,Akasa Air,MAA-DEL,2025-01-26,120,Weather,62360,January,12000
FL100392,Akasa Air,CCU-BOM,2025-01-27,54,Weather,423216,January,5400
FL100393,IndiGo,BOM-BLR,2025-01-28,143,Crew,303279,January,14300
FL100394,Akasa Air,BLR-PNQ,2025-01-29,11,Air Traffic,144767,January,1100
FL100395,Akasa Air,CCU-BOM,2025-01-30,144,Security,311445,January,14400
FL100396,Akasa Air,BLR-PNQ,2025-01-31,143,Technical,226872,January,14300
FL100397,Vistara,MAA-DEL,2025-02-01,139,Crew,480179,February,13900
FL100398,SpiceJet,BLR-PNQ,2025-02-02,135,Security,104330,February,13500
FL100399,Air India,DEL-BOM,2025-02-03,2,Air Traffic,101707,February,200
FL100400,Vistara,DEL-BLR,2025-02-04,143,Weather,330833,February,14300
FL100401,Akasa Air,BOM-BLR,2025-02-05,29,Air Traffic,79084,February,2900
FL100402,IndiGo,DEL-BLR,2025-02-06,22,Technical,90387,February,2200
FL100403,Akasa Air,BLR-PNQ,2025-02-07,91,Crew,386960,February,9100
FL100404,SpiceJet,MAA-DEL,2025-02-08,114,Crew,52642,February,11400
FL100405,Akasa Air,BOM-BLR,2025-02-09,103,Technical,354281,February,10300
FL100406,IndiGo,BLR-PNQ,2025-02-10,117,Security,236633,February,11700
FL100407,SpiceJet,CCU-BOM,2025-02-11,4,Security,374404,February,400
FL100408,Akasa Air,HYD-BOM,2025-02-12,103,Crew,196510,February,10300
FL100409,SpiceJet,BLR-PNQ,2025-02-13,107,Crew,360586,February,10700
FL100410,Air India,DEL-BLR,2025-02-14,64,Weather,415205,February,6400
FL100411,Air India,BOM-BLR,2025-02-15,120,Security,446210,February,12000
FL100412,Akasa Air,DEL-BLR,2025-02-16,29,Technical,304511,February,2900
FL100413,SpiceJet,BOM-BLR,2025-02-17,148,Security,437988,February,14800
FL100414,IndiGo,BLR-PNQ,2025-02-18,83,Weather,411719,February,8300
FL100415,Akasa Air,DEL-BOM,2025-02-19,149,Crew,313957,February,14900
FL100416,Air India,CCU-BOM,2025-02-20,31,Crew,405171,February,3100
FL100417,Air India,BLR-PNQ,2025-02-21,160,Weather,435633,February,16000
FL100418,Akasa Air,DEL-BLR,2025-02-22,15,Technical,134381,February,1500
FL100419,SpiceJet,HYD-BOM,2025-02-23,37,Crew,299880,February,3700
FL100420,Air India,HYD-BOM,2025-02-24,141,Air Traffic,367420,February,14100
FL100421,SpiceJet,MAA-DEL,2025-02-25,35,Crew,353387,February,3500
FL100422,Air India,BOM-BLR,2025-02-26,150,Air Traffic,243984,February,15000
FL100423,Air India,DEL-BLR,2025-02-27,113,Weather,110272,February,11300
FL100424,Vistara,MAA-DEL,2025-02-28,65,Weather,223123,February,6500
FL100425,Air India,DEL-BLR,2025-03-01,104,Crew,263808,March,10400
FL100426,IndiGo,BOM-BLR,2025-03-02,84,Security,303091,March,8400
FL100427,Akasa Air,BLR-PNQ,2025-03-03,1,Air Traffic,377762,March,100
FL100428,Akasa Air,BLR-PNQ,2025-03-04,74,Technical,314064,March,7400
FL100429,SpiceJet,HYD-BOM,2025-03-05,66,Crew,156121,March,6600
FL100430,Air India,BLR-PNQ,2025-03-06,179,Technical,126872,March,17900
FL100431,IndiGo,BLR-PNQ,2025-03-07,150,Crew,393276,March,15000
FL100432,SpiceJet,DEL-BOM,2025-03-08,153,Security,314237,March,15300
FL100433,Vistara,HYD-BOM,2025-03-09,54,Security,325049,March,5400
FL100434,SpiceJet,MAA-DEL,2025-03-10,5,Security,171759,March,500
FL100435,SpiceJet,CCU-BOM,2025-03-11,162,Security,467567,March,16200
FL100436,Air India,DEL-BOM,2025-03-12,149,Weather,343125,March,14900
FL100437,Vistara,MAA-DEL,2025-03-13,170,Weather,386047,March,17000
FL100438,SpiceJet,BOM-BLR,2025-03-14,142,Air Traffic,382965,March,14200
FL100439,IndiGo,DEL-BOM,2025-03-15,85,Technical,421344,March,8500
FL100440,IndiGo,MAA-DEL,2025-03-16,59,Crew,132289,March,5900
FL100441,Akasa Air,BOM-BLR,2025-03-17,100,Crew,166506,March,10000
FL100442,Vistara,HYD-BOM,2025-03-18,11,Weather,128513,March,1100
FL100443,Vistara,CCU-BOM,2025-03-19,48,Crew,463090,March,4800
FL100444,Akasa Air,BOM-BLR,2025-03-20,41,Weather,232003,March,4100
FL100445,SpiceJet,BLR-PNQ,2025-03-21,165,Air Traffic,450890,March,16500
FL100446,Vistara,DEL-BLR,2025-03-22,81,Technical,362660,March,8100
FL100447,IndiGo,BOM-BLR,2025-03-23,172,Air Traffic,309480,March,17200
FL100448,IndiGo,BOM-BLR,2025-03-24,34,Security,312043,March,3400
FL100449,Air India,CCU-BOM,2025-03-25,157,Security,241758,March,15700
FL100450,Vistara,DEL-BLR,2025-03-26,157,Security,381356,March,15700
FL100451,SpiceJet,BLR-PNQ,2025-03-27,133,Air Traffic,183498,March,13300
FL100452,Akasa Air,MAA-DEL,2025-03-28,66,Crew,304024,March,6600
FL100453,Akasa Air,MAA-DEL,2025-03-29,79,Technical,180970,March,7900
FL100454,SpiceJet,BOM-BLR,2025-03-30,6,Security,140009,March,600
FL100455,Air India,DEL-BLR,2025-03-31,179,Security,249570,March,17900
FL100456,Akasa Air,DEL-BLR,2025-04-01,13,Security,473159,April,1300
FL100457,Vistara,BLR-PNQ,2025-04-02,72,Technical,247467,April,7200
FL100458,Air India,CCU-BOM,2025-04-03,142,Security,94816,April,14200
FL100459,Vistara,HYD-BOM,2025-04-04,148,Technical,54138,April,14800
FL100460,IndiGo,MAA-DEL,2025-04-05,162,Security,141176,April,16200
FL100461,Air India,CCU-BOM,2025-04-06,65,Air Traffic,388089,April,6500
FL100462,Akasa Air,DEL-BOM,2025-04-07,90,Air Traffic,316161,April,9000
FL100463,Air India,MAA-DEL,2025-04-08,129,Technical,322595,April,12900
FL100464,Air India,CCU-BOM,2025-04-09,162,Air Traffic,244028,April,16200
FL100465,Air India,MAA-DEL,2025-04-10,19,Technical,406007,April,1900
FL100466,Air India,HYD-BOM,2025-04-11,9,Air Traffic,322422,April,900
FL100467,Vistara,DEL-BOM,2025-04-12,24,Air Traffic,271552,April,2400
FL100468,IndiGo,HYD-BOM,2025-04-13,24,Technical,93764,April,2400
FL100469,SpiceJet,BLR-PNQ,2025-04-14,53,Crew,173030,April,5300
FL100470,Air India,DEL-BOM,2025-04-15,32,Air Traffic,444350,April,3200
FL100471,Akasa Air,BOM-BLR,2025-04-16,163,Security,375087,April,16300
FL100472,Air India,CCU-BOM,2025-04-17,94,Crew,145667,April,9400
FL100473,Akasa Air,DEL-BOM,2025-04-18,13,Technical,366462,April,1300
FL100474,Vistara,BLR-PNQ,2025-04-19,64,Crew,415567,April,6400
FL100475,Akasa Air,BLR-PNQ,2025-04-20,109,Weather,416142,April,10900
FL100476,SpiceJet,HYD-BOM,2025-04-21,79,Weather,110128,April,7900
FL100477,IndiGo,MAA-DEL,2025-04-22,53,Air Traffic,269128,April,5300
FL100478,Akasa Air,DEL-BOM,2025-04-23,124,Air Traffic,334013,April,12400
FL100479,Akasa Air,CCU-BOM,2025-04-24,179,Security,283540,April,17900
FL100480,IndiGo,DEL-BOM,2025-04-25,130,Crew,55039,April,13000
FL100481,SpiceJet,DEL-BLR,2025-04-26,168,Weather,202353,April,16800
FL100482,Air India,MAA-DEL,2025-04-27,133,Air Traffic,162935,April,13300
FL100483,Akasa Air,CCU-BOM,2025-04-28,24,Crew,60442,April,2400
FL100484,IndiGo,CCU-BOM,2025-04-29,140,Air Traffic,385932,April,14000
FL100485,Vistara,BOM-BLR,2025-04-30,116,Air Traffic,431873,April,11600
FL100486,IndiGo,HYD-BOM,2025-05-01,135,Weather,339730,May,13500
FL100487,Vistara,BOM-BLR,2025-05-02,148,Weather,103053,May,14800
FL100488,SpiceJet,CCU-BOM,2025-05-03,24,Air Traffic,231561,May,2400
FL100489,Air India,MAA-DEL,2025-05-04,78,Technical,264176,May,7800
FL100490,IndiGo,DEL-BOM,2025-05-05,67,Air Traffic,136346,May,6700
FL100491,Akasa Air,DEL-BOM,2025-05-06,172,Air Traffic,379231,May,17200
FL100492,SpiceJet,MAA-DEL,2025-05-07,11,Security,455841,May,1100
FL100493,IndiGo,CCU-BOM,2025-05-08,31,Security,84397,May,3100
FL100494,Akasa Air,BLR-PNQ,2025-05-09,127,Security,370815,May,12700
FL100495,IndiGo,DEL-BOM,2025-05-10,95,Technical,166214,May,9500
FL100496,Vistara,BLR-PNQ,2025-05-11,91,Technical,379041,May,9100
FL100497,IndiGo,DEL-BOM,2025-05-12,140,Air Traffic,207221,May,14000
FL100498,IndiGo,DEL-BOM,2025-05-13,30,Security,448499,May,3000
FL100499,IndiGo,HYD-BOM,2025-05-14,77,Technical,450826,May,7700
FL100500,SpiceJet,HYD-BOM,2025-05-15,19,Weather,486542,May,1900
FL100501,IndiGo,DEL-BLR,2025-05-16,145,Air Traffic,327068,May,14500
FL100502,Akasa Air,BOM-BLR,2025-05-17,59,Crew,163143,May,5900
FL100503,Vistara,MAA-DEL,2025-05-18,133,Air Traffic,422397,May,13300
FL100504,Vistara,MAA-DEL,2025-05-19,159,Crew,412441,May,15900
FL100505,IndiGo,MAA-DEL,2025-05-20,92,Security,313013,May,9200
FL100506,SpiceJet,DEL-BLR,2025-05-21,42,Crew,409232,May,4200
FL100507,SpiceJet,HYD-BOM,2025-05-22,129,Security,313158,May,12900
FL100508,Akasa Air,CCU-BOM,2025-05-23,59,Weather,60103,May,5900
FL100509,IndiGo,BLR-PNQ,2025-05-24,150,Crew,422461,May,15000
FL100510,Vistara,BLR-PNQ,2025-05-25,30,Air Traffic,476674,May,3000
FL100511,SpiceJet,CCU-BOM,2025-05-26,4,Security,132409,May,400
FL100512,IndiGo,DEL-BLR,2025-05-27,161,Air Traffic,73248,May,16100
FL100513,SpiceJet,CCU-BOM,2025-05-28,9,Technical,224588,May,900
FL100514,SpiceJet,MAA-DEL,2025-05-29,88,Security,472277,May,8800
FL100515,Vistara,BOM-BLR,2025-05-30,129,Crew,205242,May,12900
FL100516,Air India,DEL-BOM,2025-05-31,125,Security,58024,May,12500
FL100517,Akasa Air,BLR-PNQ,2025-06-01,10,Air Traffic,284864,June,1000
FL100518,Akasa Air,HYD-BOM,2025-06-02,177,Weather,398091,June,17700
FL100519,Vistara,HYD-BOM,2025-06-03,158,Security,224875,June,15800
FL100520,SpiceJet,DEL-BLR,2025-06-04,55,Crew,462512,June,5500
FL100521,IndiGo,HYD-BOM,2025-06-05,82,Technical,403973,June,8200
FL100522,SpiceJet,MAA-DEL,2025-06-06,136,Weather,404852,June,13600
FL100523,Vistara,BLR-PNQ,2025-06-07,98,Technical,398808,June,9800
FL100524,Akasa Air,CCU-BOM,2025-06-08,148,Security,461473,June,14800
FL100525,SpiceJet,MAA-DEL,2025-06-09,72,Air Traffic,193927,June,7200
FL100526,Akasa Air,DEL-BLR,2025-06-10,155,Air Traffic,135178,June,15500
FL100527,IndiGo,MAA-DEL,2025-06-11,114,Crew,413265,June,11400
FL100528,Akasa Air,CCU-BOM,2025-06-12,6,Air Traffic,332169,June,600
FL100529,Akasa Air,BOM-BLR,2025-06-13,79,Weather,447674,June,7900
FL100530,Air India,DEL-BLR,2025-06-14,143,Air Traffic,113610,June,14300
FL100531,Air India,BOM-BLR,2025-06-15,96,Crew,120843,June,9600
FL100532,Air India,DEL-BOM,2025-06-16,3,Security,157237,June,300
FL100533,Akasa Air,BOM-BLR,2025-06-17,3,Security,230903,June,300
FL100534,Vistara,DEL-BOM,2025-06-18,102,Air Traffic,224499,June,10200
FL100535,Akasa Air,DEL-BOM,2025-06-19,39,Technical,180299,June,3900
FL100536,Vistara,BOM-BLR,2025-06-20,16,Security,481722,June,1600
FL100537,Vistara,DEL-BLR,2025-06-21,100,Air Traffic,55668,June,10000
FL100538,Air India,CCU-BOM,2025-06-22,102,Crew,272542,June,10200
FL100539,SpiceJet,MAA-DEL,2025-06-23,123,Air Traffic,228267,June,12300
FL100540,IndiGo,MAA-DEL,2025-06-24,51,Security,385377,June,5100
FL100541,Air India,CCU-BOM,2025-06-25,51,Crew,205489,June,5100
FL100542,Air India,BLR-PNQ,2025-06-26,163,Air Traffic,394126,June,16300
FL100543,SpiceJet,BLR-PNQ,2025-06-27,123,Weather,156133,June,12300
FL100544,IndiGo,DEL-BOM,2025-06-28,165,Crew,322895,June,16500
FL100545,Akasa Air,DEL-BOM,2025-06-29,177,Weather,358362,June,17700
FL100546,Akasa Air,DEL-BLR,2025-06-30,62,Technical,438793,June,6200
FL100547,Air India,HYD-BOM,2025-07-01,115,Crew,319496,July,11500
FL100548,IndiGo,BOM-BLR,2025-07-02,61,Weather,260124,July,6100
FL100549,Air India,DEL-BOM,2025-07-03,6,Security,138835,July,600
FL100550,Vistara,MAA-DEL,2025-07-04,154,Security,147493,July,15400
FL100551,Air India,DEL-BLR,2025-07-05,91,Technical,341071,July,9100
FL100552,Air India,BOM-BLR,2025-07-06,13,Crew,222166,July,1300
FL100553,Akasa Air,DEL-BLR,2025-07-07,85,Crew,151948,July,8500
FL100554,Akasa Air,BOM-BLR,2025-07-08,132,Crew,235194,July,13200
FL100555,Akasa Air,BOM-BLR,2025-07-09,129,Technical,79493,July,12900
FL100556,Vistara,CCU-BOM,2025-07-10,61,Crew,343851,July,6100
FL100557,Akasa Air,DEL-BOM,2025-07-11,148,Security,249886,July,14800
FL100558,IndiGo,DEL-BLR,2025-07-12,78,Weather,188368,July,7800
FL100559,SpiceJet,DEL-BLR,2025-07-13,148,Security,206470,July,14800
FL100560,IndiGo,CCU-BOM,2025-07-14,137,Security,347986,July,13700
FL100561,IndiGo,MAA-DEL,2025-07-15,57,Weather,63261,July,5700
FL100562,Akasa Air,MAA-DEL,2025-07-16,119,Security,126709,July,11900
FL100563,SpiceJet,BLR-PNQ,2025-07-17,166,Technical,145985,July,16600
FL100564,SpiceJet,DEL-BOM,2025-07-18,132,Weather,418760,July,13200
FL100565,SpiceJet,DEL-BOM,2025-07-19,64,Security,499920,July,6400
FL100566,Vistara,HYD-BOM,2025-07-20,12,Air Traffic,379317,July,1200
FL100567,Akasa Air,CCU-BOM,2025-07-21,180,Security,343925,July,18000
FL100568,SpiceJet,MAA-DEL,2025-07-22,81,Technical,325796,July,8100
FL100569,Vistara,BOM-BLR,2025-07-23,172,Crew,317247,July,17200
FL100570,Air India,DEL-BLR,2025-07-24,159,Security,337644,July,15900
FL100571,Air India,DEL-BOM,2025-07-25,163,Crew,296404,July,16300
FL100572,Vistara,DEL-BLR,2025-07-26,138,Air Traffic,150336,July,13800
FL100573,Vistara,DEL-BLR,2025-07-27,148,Security,478745,July,14800
FL100574,Akasa Air,HYD-BOM,2025-07-28,51,Weather,163499,July,5100
FL100575,Akasa Air,MAA-DEL,2025-07-29,116,Crew,199524,July,11600
FL100576,Air India,DEL-BOM,2025-07-30,25,Air Traffic,361537,July,2500
FL100577,SpiceJet,DEL-BLR,2025-07-31,33,Weather,474390,July,3300
FL100578,Air India,DEL-BOM,2025-08-01,51,Weather,216508,August,5100
FL100579,SpiceJet,BOM-BLR,2025-08-02,111,Weather,359550,August,11100
FL100580,SpiceJet,HYD-BOM,2025-08-03,81,Weather,375203,August,8100
FL100581,Akasa Air,BOM-BLR,2025-08-04,179,Security,197026,August,17900
FL100582,IndiGo,DEL-BOM,2025-08-05,156,Security,394866,August,15600
FL100583,IndiGo,BLR-PNQ,2025-08-06,165,Security,300819,August,16500
FL100584,Vistara,DEL-BOM,2025-08-07,41,Air Traffic,62356,August,4100
FL100585,Akasa Air,MAA-DEL,2025-08-08,20,Air Traffic,178128,August,2000
FL100586,SpiceJet,DEL-BLR,2025-08-09,41,Air Traffic,52187,August,4100
FL100587,IndiGo,DEL-BLR,2025-08-10,140,Technical,389387,August,14000
FL100588,SpiceJet,BOM-BLR,2025-08-11,112,Air Traffic,347242,August,11200
FL100589,IndiGo,HYD-BOM,2025-08-12,104,Security,202297,August,10400
FL100590,IndiGo,BLR-PNQ,2025-08-13,16,Security,184678,August,1600
FL100591,IndiGo,CCU-BOM,2025-08-14,119,Technical,369764,August,11900
FL100592,Akasa Air,DEL-BLR,2025-08-15,136,Technical,476044,August,13600
FL100593,Air India,MAA-DEL,2025-08-16,168,Air Traffic,176270,August,16800
FL100594,SpiceJet,BOM-BLR,2025-08-17,128,Crew,469705,August,12800
FL100595,Akasa Air,BOM-BLR,2025-08-18,129,Technical,326531,August,12900
FL100596,Akasa Air,CCU-BOM,2025-08-19,59,Weather,381607,August,5900
FL100597,Akasa Air,MAA-DEL,2025-08-20,47,Security,292998,August,4700
FL100598,Akasa Air,HYD-BOM,2025-08-21,28,Weather,445807,August,2800
FL100599,Akasa Air,MAA-DEL,2025-08-22,96,Security,291503,August,9600
FL100600,Vistara,HYD-BOM,2025-08-23,9,Security,491732,August,900
FL100601,SpiceJet,MAA-DEL,2025-08-24,57,Technical,403827,August,5700
FL100602,Akasa Air,MAA-DEL,2025-08-25,20,Technical,112061,August,2000
FL100603,SpiceJet,DEL-BOM,2025-08-26,27,Weather,285497,August,2700
FL100604,Vistara,BOM-BLR,2025-08-27,33,Security,131257,August,3300
FL100605,Vistara,MAA-DEL,2025-08-28,7,Weather,111753,August,700
FL100606,SpiceJet,CCU-BOM,2025-08-29,176,Crew,396918,August,17600
FL100607,IndiGo,MAA-DEL,2025-08-30,78,Weather,454303,August,7800
FL100608,Air India,DEL-BLR,2025-08-31,144,Air Traffic,474032,August,14400
FL100609,IndiGo,BOM-BLR,2025-09-01,86,Weather,73408,September,8600
FL100610,IndiGo,DEL-BLR,2025-09-02,87,Air Traffic,174116,September,8700
FL100611,IndiGo,BOM-BLR,2025-09-03,172,Air Traffic,181208,September,17200
FL100612,Akasa Air,DEL-BLR,2025-09-04,68,Air Traffic,67413,September,6800
FL100613,Vistara,MAA-DEL,2025-09-05,159,Crew,163650,September,15900
FL100614,IndiGo,MAA-DEL,2025-09-06,171,Weather,109500,September,17100
FL100615,Vistara,DEL-BOM,2025-09-07,86,Weather,396658,September,8600
FL100616,SpiceJet,CCU-BOM,2025-09-08,100,Crew,106358,September,10000
FL100617,Air India,DEL-BLR,2025-09-09,7,Security,116197,September,700
FL100618,SpiceJet,HYD-BOM,2025-09-10,76,Technical,273861,September,7600
FL100619,SpiceJet,DEL-BOM,2025-09-11,86,Weather,273492,September,8600
FL100620,Akasa Air,DEL-BLR,2025-09-12,42,Technical,311545,September,4200
FL100621,Air India,DEL-BLR,2025-09-13,128,Crew,476070,September,12800
FL100622,SpiceJet,DEL-BOM,2025-09-14,108,Security,126240,September,10800
FL100623,SpiceJet,MAA-DEL,2025-09-15,178,Security,285595,September,17800
FL100624,Air India,DEL-BLR,2025-09-16,151,Security,271135,September,15100
FL100625,Air India,MAA-DEL,2025-09-17,151,Crew,328466,September,15100
FL100626,SpiceJet,DEL-BOM,2025-09-18,16,Air Traffic,425197,September,1600
FL100627,Air India,MAA-DEL,2025-09-19,132,Air Traffic,56968,September,13200
FL100628,SpiceJet,BOM-BLR,2025-09-20,147,Technical,339662,September,14700
FL100629,SpiceJet,HYD-BOM,2025-09-21,20,Air Traffic,364069,September,2000
FL100630,Akasa Air,BLR-PNQ,2025-09-22,57,Air Traffic,240920,September,5700
FL100631,IndiGo,DEL-BLR,2025-09-23,158,Security,424044,September,15800
FL100632,SpiceJet,CCU-BOM,2025-09-24,109,Security,405566,September,10900
FL100633,Vistara,HYD-BOM,2025-09-25,138,Technical,313844,September,13800
FL100634,IndiGo,BLR-PNQ,2025-09-26,179,Weather,405926,September,17900
FL100635,IndiGo,MAA-DEL,2025-09-27,142,Technical,282076,September,14200
FL100636,IndiGo,DEL-BLR,2025-09-28,134,Technical,73199,September,13400
FL100637,Akasa Air,MAA-DEL,2025-09-29,27,Crew,487805,September,2700
FL100638,SpiceJet,BOM-BLR,2025-09-30,50,Crew,213187,September,5000
FL100639,Akasa Air,DEL-BOM,2025-10-01,4,Technical,235388,October,400
FL100640,SpiceJet,DEL-BLR,2025-10-02,4,Technical,55520,October,400
FL100641,Akasa Air,BLR-PNQ,2025-10-03,93,Technical,159814,October,9300
FL100642,Akasa Air,BLR-PNQ,2025-10-04,95,Air Traffic,217527,October,9500
FL100643,Vistara,BOM-BLR,2025-10-05,7,Crew,296356,October,700
FL100644,Akasa Air,BOM-BLR,2025-10-06,63,Technical,173364,October,6300
FL100645,Air India,DEL-BLR,2025-10-07,137,Security,484821,October,13700
FL100646,Vistara,MAA-DEL,2025-10-08,37,Security,64955,October,3700
FL100647,Akasa Air,CCU-BOM,2025-10-09,110,Air Traffic,225121,October,11000
FL100648,IndiGo,BLR-PNQ,2025-10-10,111,Air Traffic,194989,October,11100
FL100649,Air India,BLR-PNQ,2025-10-11,80,Weather,300144,October,8000
FL100650,Air India,BOM-BLR,2025-10-12,135,Weather,114925,October,13500
FL100651,Air India,HYD-BOM,2025-10-13,103,Weather,419360,October,10300
FL100652,Vistara,BOM-BLR,2025-10-14,152,Air Traffic,120269,October,15200
FL100653,Akasa Air,CCU-BOM,2025-10-15,72,Air Traffic,474170,October,7200
FL100654,Akasa Air,MAA-DEL,2025-10-16,177,Air Traffic,353602,October,17700
FL100655,IndiGo,MAA-DEL,2025-10-17,48,Security,401181,October,4800
FL100656,IndiGo,HYD-BOM,2025-10-18,35,Air Traffic,202185,October,3500
FL100657,Air India,BLR-PNQ,2025-10-19,125,Security,149977,October,12500
FL100658,IndiGo,BOM-BLR,2025-10-20,67,Weather,356083,October,6700
FL100659,Vistara,MAA-DEL,2025-10-21,77,Weather,79345,October,7700
FL100660,Akasa Air,CCU-BOM,2025-10-22,104,Weather,305688,October,10400
FL100661,Air India,DEL-BLR,2025-10-23,168,Technical,489529,October,16800
FL100662,IndiGo,DEL-BOM,2025-10-24,121,Technical,422251,October,12100
FL100663,Vistara,DEL-BOM,2025-10-25,118,Crew,434010,October,11800
FL100664,Vistara,DEL-BOM,2025-10-26,113,Crew,311798,October,11300
FL100665,IndiGo,BLR-PNQ,2025-10-27,9,Crew,381310,October,900
FL100666,Akasa Air,BOM-BLR,2025-10-28,148,Technical,228933,October,14800
FL100667,IndiGo,HYD-BOM,2025-10-29,163,Technical,147406,October,16300
FL100668,Air India,MAA-DEL,2025-10-30,139,Crew,361442,October,13900
FL100669,IndiGo,DEL-BLR,2025-10-31,90,Crew,490437,October,9000
FL100670,Vistara,CCU-BOM,2025-11-01,1,Air Traffic,357086,November,100
FL100671,IndiGo,DEL-BLR,2025-11-02,117,Crew,53453,November,11700
FL100672,Akasa Air,CCU-BOM,2025-11-03,12,Air Traffic,152811,November,1200
FL100673,SpiceJet,BLR-PNQ,2025-11-04,180,Security,104935,November,18000
FL100674,IndiGo,BOM-BLR,2025-11-05,159,Technical,434583,November,15900
FL100675,Akasa Air,DEL-BOM,2025-11-06,94,Crew,224442,November,9400
FL100676,Akasa Air,BOM-BLR,2025-11-07,143,Technical,320472,November,14300
FL100677,Vistara,BLR-PNQ,2025-11-08,31,Technical,65534,November,3100
FL100678,Akasa Air,HYD-BOM,2025-11-09,31,Technical,397424,November,3100
FL100679,Akasa Air,HYD-BOM,2025-11-10,123,Security,86320,November,12300
FL100680,Akasa Air,BLR-PNQ,2025-11-11,10,Weather,99170,November,1000
FL100681,Akasa Air,CCU-BOM,2025-11-12,9,Crew,150546,November,900
FL100682,Air India,MAA-DEL,2025-11-13,14,Weather,130201,November,1400
FL100683,Air India,MAA-DEL,2025-11-14,16,Weather,284473,November,1600
FL100684,Vistara,CCU-BOM,2025-11-15,167,Weather,320784,November,16700
FL100685,IndiGo,HYD-BOM,2025-11-16,145,Technical,281324,November,14500
FL100686,Akasa Air,HYD-BOM,2025-11-17,152,Air Traffic,211121,November,15200
FL100687,IndiGo,HYD-BOM,2025-11-18,58,Technical,448834,November,5800
FL100688,IndiGo,BOM-BLR,2025-11-19,77,Technical,283612,November,7700
FL100689,Vistara,HYD-BOM,2025-11-20,123,Weather,237125,November,12300
